Project Name,Package Name,Type Name,LCOM,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,FANIN,FANOUT
.,org.gjt.sp.jedit.msg,EditorStarted,-1,0,0,1,1,15,1,0,1,0,1
.,org.gjt.sp.jedit.msg,VFSUpdate,0,1,0,3,3,27,4,0,1,2,0
.,org.gjt.sp.jedit.msg,PositionChanging,-1,0,0,3,2,17,3,1,2,0,3
.,org.gjt.sp.jedit.msg,RegisterChanged,0,1,0,4,4,26,4,0,1,1,2
.,org.gjt.sp.jedit.msg,PropertiesChanging,0,1,0,2,2,23,2,0,1,1,1
.,org.gjt.sp.jedit.msg,SearchSettingsChanged,-1,0,0,1,1,15,1,0,1,1,1
.,org.gjt.sp.jedit.msg,ViewUpdate,0.5,6,5,4,4,57,5,0,1,7,1
.,org.gjt.sp.jedit.msg,PropertiesChanged,-1,0,0,2,2,22,2,0,1,14,1
.,org.gjt.sp.jedit.msg,VFSPathSelected,0.5,2,0,4,4,33,4,0,1,0,1
.,org.gjt.sp.jedit.msg,EditorExiting,-1,0,0,1,1,15,1,0,1,0,1
.,org.gjt.sp.jedit.msg,EditPaneUpdate,0.5,7,6,4,4,60,5,1,1,11,1
.,org.gjt.sp.jedit.msg,DynamicMenuChanged,0,1,0,3,3,26,3,0,1,2,0
.,org.gjt.sp.jedit.input,InputHandlerProvider,-1,0,0,1,0,7,1,3,0,1,0
.,org.gjt.sp.jedit.input,AbstractInputHandler,0.666666667,10,1,21,19,244,44,2,0,7,5
.,org.gjt.sp.jedit.input,TextAreaInputHandler,0,1,0,9,4,188,50,0,1,0,11
.,org.gjt.sp.jedit.input,DefaultInputHandlerProvider,0,1,0,2,2,14,2,0,1,0,1
.,org.gjt.sp.jedit.pluginmgr,MirrorList,0.222222222,8,6,9,5,106,16,0,0,7,6
.,org.gjt.sp.jedit.pluginmgr,Mirror,-1,6,6,0,0,8,0,0,0,8,0
.,org.gjt.sp.jedit.pluginmgr,MirrorCompare,-1,0,0,2,2,10,5,0,0,0,1
.,org.gjt.sp.jedit.pluginmgr,ManagePanel,0.185185185,39,4,54,34,930,178,0,0,3,24
.,org.gjt.sp.jedit.pluginmgr,ManagePanelRestoreHandler,-1,0,0,2,1,18,3,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,Entry,0,16,0,3,1,104,10,0,0,11,6
.,org.gjt.sp.jedit.pluginmgr,PluginTableModel,0.294117647,4,0,17,14,234,68,0,0,4,8
.,org.gjt.sp.jedit.pluginmgr,TextRenderer,0,1,0,2,1,12,3,0,0,0,1
.,org.gjt.sp.jedit.pluginmgr,HideLibrariesButton,-1,0,0,2,1,11,2,0,0,0,1
.,org.gjt.sp.jedit.pluginmgr,RestoreButton,-1,0,0,2,1,23,4,0,1,0,5
.,org.gjt.sp.jedit.pluginmgr,SaveButton,-1,0,0,3,1,53,7,0,1,0,10
.,org.gjt.sp.jedit.pluginmgr,RemoveButton,-1,0,0,3,2,77,14,0,0,0,8
.,org.gjt.sp.jedit.pluginmgr,FindOrphan,-1,0,0,2,1,75,16,0,0,0,6
.,org.gjt.sp.jedit.pluginmgr,HelpButton,0.666666667,1,0,3,2,38,8,0,0,0,4
.,org.gjt.sp.jedit.pluginmgr,EntryCompare,0,6,4,3,1,41,9,0,0,5,3
.,org.gjt.sp.jedit.pluginmgr,HeaderMouseHandler,-1,0,0,2,2,49,10,0,0,1,4
.,org.gjt.sp.jedit.pluginmgr,CleanupActionListener,-1,0,0,1,1,25,5,0,0,0,3
.,org.gjt.sp.jedit.pluginmgr,KeyboardAction,0,1,0,2,1,28,7,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,TableFocusHandler,-1,0,0,1,1,12,3,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,HeaderRenderer,0,1,0,2,1,13,2,0,0,0,2
.,org.gjt.sp.jedit.pluginmgr,TableSelectionListener,-1,0,0,1,1,9,2,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,MirrorListHandler,0.2,9,0,10,6,72,16,0,0,0,4
.,org.gjt.sp.jedit.pluginmgr,PluginListHandler,0.181818182,23,0,11,7,159,39,0,0,0,7
.,org.gjt.sp.jedit.pluginmgr,PluginManager,0,13,1,22,14,209,48,0,0,12,14
.,org.gjt.sp.jedit.pluginmgr,ActionHandler,-1,0,0,1,1,8,4,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,ListUpdater,-1,0,0,1,1,9,3,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,Roster,0.230769231,10,0,26,12,280,62,0,0,2,13
.,org.gjt.sp.jedit.pluginmgr,Operation,-1,0,0,3,3,9,3,2,0,1,0
.,org.gjt.sp.jedit.pluginmgr,Remove,0,1,0,4,2,47,11,0,1,0,7
.,org.gjt.sp.jedit.pluginmgr,Install,0.375,5,0,8,6,152,24,0,1,0,9
.,org.gjt.sp.jedit.pluginmgr,PluginDetailPanel,0,3,0,3,0,73,12,0,0,0,3
.,org.gjt.sp.jedit.pluginmgr,PluginManagerProgress,0.307692308,8,0,13,11,115,17,0,1,0,2
.,org.gjt.sp.jedit.pluginmgr,ActionHandler,-1,0,0,1,1,8,2,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,WindowHandler,1,1,0,2,2,13,3,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,RosterThread,-1,0,0,2,1,8,2,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,PluginList,0.076923077,33,3,26,5,391,80,0,0,5,17
.,org.gjt.sp.jedit.pluginmgr,PluginSet,0,2,0,1,1,7,1,0,0,2,0
.,org.gjt.sp.jedit.pluginmgr,Plugin,0.333333333,8,0,6,1,93,22,0,0,6,7
.,org.gjt.sp.jedit.pluginmgr,Branch,0,8,0,4,2,31,9,0,0,8,0
.,org.gjt.sp.jedit.pluginmgr,Dependency,0,5,0,5,1,59,17,0,0,2,5
.,org.gjt.sp.jedit.pluginmgr,InstallPanel,0.179104478,47,0,67,43,907,204,0,1,5,22
.,org.gjt.sp.jedit.pluginmgr,PluginTableModel,0.388888889,5,0,18,15,319,96,0,0,0,9
.,org.gjt.sp.jedit.pluginmgr,Entry,0,14,0,4,1,51,6,0,0,0,6
.,org.gjt.sp.jedit.pluginmgr,PluginInfoBox,-1,0,0,2,1,36,4,0,0,1,3
.,org.gjt.sp.jedit.pluginmgr,SizeLabel,0,2,0,3,1,28,7,0,0,0,2
.,org.gjt.sp.jedit.pluginmgr,SelectallButton,-1,0,0,3,2,22,8,0,0,0,1
.,org.gjt.sp.jedit.pluginmgr,StringMapHandler,-1,0,0,2,1,13,3,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,ChoosePluginSet,0,1,0,3,2,25,6,0,1,1,4
.,org.gjt.sp.jedit.pluginmgr,ClearPluginSet,-1,0,0,2,1,13,2,0,1,0,3
.,org.gjt.sp.jedit.pluginmgr,InstallButton,-1,0,0,3,2,50,16,0,0,0,4
.,org.gjt.sp.jedit.pluginmgr,EntryCompare,0,8,0,2,1,46,9,0,0,0,2
.,org.gjt.sp.jedit.pluginmgr,HeaderMouseHandler,-1,0,0,1,1,7,1,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,TextRenderer,0,1,0,2,1,11,3,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,KeyboardAction,0,1,0,2,1,31,8,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,TableFocusHandler,-1,0,0,1,1,12,3,0,0,0,0
.,org.gjt.sp.jedit.pluginmgr,HeaderRenderer,0,1,0,2,1,13,2,0,0,0,1
.,org.gjt.sp.jedit.io,VFSFile,0.117647059,15,3,34,32,283,63,3,0,39,10
.,org.gjt.sp.jedit.io,VFSFileFilter,-1,1,0,3,0,21,3,2,0,2,1
.,org.gjt.sp.jedit.io,VFS,0.106382979,26,14,47,42,744,105,4,0,42,16
.,org.gjt.sp.jedit.io,DirectoryEntryCompare,0,2,0,2,2,22,4,0,0,0,2
.,org.gjt.sp.jedit.io,ColorEntry,0,2,0,1,0,8,1,0,0,0,0
.,org.gjt.sp.jedit.io,SessionGetter,0,3,0,3,3,15,3,0,0,1,0
.,org.gjt.sp.jedit.io,LocalFileSaveTask,0,4,0,2,2,49,3,0,2,0,2
.,org.gjt.sp.jedit.io,RegexEncodingDetector,0,3,1,3,2,48,6,0,1,2,2
.,org.gjt.sp.jedit.io,EncodingServer,0,1,0,6,6,73,10,0,0,6,3
.,org.gjt.sp.jedit.io,AutoDetection,0,3,0,9,8,112,16,0,0,5,6
.,org.gjt.sp.jedit.io,Result,0,3,0,4,4,42,5,0,0,1,1
.,org.gjt.sp.jedit.io,FavoritesVFS,0.214285714,5,1,14,13,127,28,0,1,10,7
.,org.gjt.sp.jedit.io,Favorite,0.75,1,0,4,3,19,5,0,1,6,3
.,org.gjt.sp.jedit.io,FileRootsVFS,0.714285714,2,1,7,5,74,19,0,1,4,4
.,org.gjt.sp.jedit.io,Root,-1,0,0,2,1,29,8,0,1,0,3
.,org.gjt.sp.jedit.io,UrlVFS,-1,0,0,5,5,45,6,0,1,0,2
.,org.gjt.sp.jedit.io,GlobVFSFileFilter,0.428571429,2,0,7,7,40,9,0,1,2,3
.,org.gjt.sp.jedit.io,EncodingWithBOM,0.4,5,0,5,5,86,18,0,1,0,1
.,org.gjt.sp.jedit.io,Detector,-1,0,0,1,1,37,11,0,1,0,0
.,org.gjt.sp.jedit.io,CopyFileWorker,0,6,0,9,5,179,27,0,2,1,5
.,org.gjt.sp.jedit.io,EncodingDetector,-1,0,0,1,1,11,1,3,0,1,0
.,org.gjt.sp.jedit.io,VFSManager,0.434782609,10,1,23,21,264,43,0,0,43,12
.,org.gjt.sp.jedit.io,SendVFSUpdatesSafely,-1,0,0,1,1,9,2,0,0,0,2
.,org.gjt.sp.jedit.io,ErrorDisplayer,0,1,0,4,3,56,8,0,0,0,3
.,org.gjt.sp.jedit.io,CharsetEncoding,0,1,0,4,4,23,4,0,1,4,0
.,org.gjt.sp.jedit.io,Encoding,-1,0,0,3,0,19,3,3,0,3,0
.,org.gjt.sp.jedit.io,XMLEncodingDetector,-1,0,0,2,1,42,8,0,1,1,2
.,org.gjt.sp.jedit.io,FileVFS,0.586206897,7,2,29,28,314,68,0,1,7,11
.,org.gjt.sp.jedit.io,LocalFile,0,5,1,10,9,74,14,0,1,0,2
.,org.gjt.sp.jedit.print,BufferPrintable1_7,0.181818182,25,0,11,4,321,53,0,0,0,12
.,org.gjt.sp.jedit.print,PrintTabExpander,0,1,0,2,1,10,2,0,0,2,0
.,org.gjt.sp.jedit.print,PrinterDialog,0.283333333,53,5,60,44,1243,168,0,0,1,13
.,org.gjt.sp.jedit.print,PrinterPanel,-1,0,0,2,1,7,2,5,0,1,0
.,org.gjt.sp.jedit.print,GeneralPanel,0.428571429,7,0,7,7,170,20,0,1,0,3
.,org.gjt.sp.jedit.print,PrintServiceCellRenderer,-1,0,0,2,2,23,3,0,0,0,1
.,org.gjt.sp.jedit.print,PageSetupPanel,0.444444444,6,0,18,11,334,44,0,1,1,4
.,org.gjt.sp.jedit.print,SidesCellRenderer,-1,0,0,2,2,9,2,0,0,0,0
.,org.gjt.sp.jedit.print,OrientationCellRenderer,-1,0,0,2,2,9,2,0,0,0,0
.,org.gjt.sp.jedit.print,FinishingCellRenderer,-1,0,0,2,2,9,2,0,0,0,0
.,org.gjt.sp.jedit.print,JobPanel,0,4,0,3,3,72,6,0,1,0,3
.,org.gjt.sp.jedit.print,Priority,0,6,4,3,2,18,3,0,0,3,1
.,org.gjt.sp.jedit.print,AdvancedPanel,0.833333333,2,0,6,6,50,6,0,1,0,2
.,org.gjt.sp.jedit.print,QualityCellRenderer,-1,0,0,2,2,9,2,0,0,0,0
.,org.gjt.sp.jedit.print,ChromaticityCellRenderer,-1,0,0,2,2,9,2,0,0,0,0
.,org.gjt.sp.jedit.print,jEditPanel,0,6,0,2,2,48,2,0,1,0,3
.,org.gjt.sp.jedit.print,MyButtonGroup,-1,0,0,1,1,8,2,0,0,0,0
.,org.gjt.sp.jedit.print,Reverse,1,1,0,3,3,15,3,0,0,1,0
.,org.gjt.sp.jedit.print,BufferPrinter1_7,0,3,0,16,10,307,42,0,0,7,13
.,org.gjt.sp.jedit.print,JobListener,0,1,0,4,4,30,5,0,0,0,2
.,org.gjt.sp.jedit.print,PrintRangeType,1,7,6,5,5,48,11,0,0,6,1
.,org.gjt.sp.jedit.print,BasicPrintPreviewPaneUI,0.294117647,3,0,17,15,175,26,0,1,0,4
.,org.gjt.sp.jedit.print,PrintPreviewRenderer,-1,0,0,6,5,95,14,0,0,1,2
.,org.gjt.sp.jedit.print,PrintPreviewPane,0.181818182,3,0,11,11,57,16,0,0,2,1
.,org.gjt.sp.jedit.print,BufferPrintable,0.222222222,24,0,9,4,197,33,0,0,0,11
.,org.gjt.sp.jedit.print,PrintTabExpander,0,1,0,2,1,10,2,0,0,0,0
.,org.gjt.sp.jedit.print,PrintPreviewModel,0.130434783,10,0,23,23,132,24,0,0,6,3
.,org.gjt.sp.jedit.print,PrintPreview,0.133333333,16,0,15,12,274,62,0,1,0,7
.,org.gjt.sp.jedit.print,Margins,0.214285714,5,0,14,12,98,22,0,0,3,1
.,org.gjt.sp.jedit.print,PrintPreviewPaneUI,-1,0,0,0,0,5,0,1,0,0,0
.,org.gjt.sp.jedit.print,BufferPrinter1_4,0,2,0,5,3,105,21,0,0,1,6
.,org.gjt.sp.jedit.print,Range,0,2,0,5,5,25,5,0,0,3,0
.,org.gjt.sp.jedit.print,PageBreakExtension,0,4,0,8,7,79,20,0,1,0,11
.,org.gjt.sp.jedit.print,BufferPrinter1_3,0,2,0,4,3,54,7,0,0,1,5
.,org.gjt.sp.jedit.datatransfer,JEditRichText,0,2,0,4,4,21,4,0,0,1,1
.,org.gjt.sp.jedit.datatransfer,StringTransferableService,-1,0,0,2,2,12,2,0,1,0,1
.,org.gjt.sp.jedit.datatransfer,ListVFSFileTransferable,0.5,3,2,4,4,40,11,0,0,1,1
.,org.gjt.sp.jedit.datatransfer,RichTextTransferable,0.5,3,0,4,4,23,5,0,0,0,1
.,org.gjt.sp.jedit.datatransfer,JEditTransferable,0,2,0,4,4,23,5,0,0,0,0
.,org.gjt.sp.jedit.datatransfer,RichJEditTextTransferableService,-1,0,0,2,2,12,2,0,1,0,1
.,org.gjt.sp.jedit.datatransfer,TransferHandler,0.5,2,0,4,3,31,8,0,0,3,3
.,org.gjt.sp.jedit.datatransfer,JEditDataFlavor,-1,2,2,0,0,8,0,0,0,3,0
.,org.gjt.sp.jedit.datatransfer,JEditTransferableService,-1,0,0,2,0,8,2,2,0,2,1
.,org.gjt.sp.jedit.search,SearchMatcher,0.285714286,6,3,7,4,83,13,2,0,7,2
.,org.gjt.sp.jedit.search,Match,0,3,3,1,1,8,1,0,0,7,0
.,org.gjt.sp.jedit.search,SearchAndReplace,0.045454545,12,0,44,33,805,151,0,0,14,26
.,org.gjt.sp.jedit.search,HyperSearchResults,0.216666667,26,6,60,37,634,132,0,1,5,28
.,org.gjt.sp.jedit.search,ActionHandler,-1,0,0,1,1,27,8,0,0,1,5
.,org.gjt.sp.jedit.search,HighlightingTree,0,2,0,2,1,51,9,0,0,0,4
.,org.gjt.sp.jedit.search,KeyHandler,-1,0,0,2,2,26,5,0,0,0,0
.,org.gjt.sp.jedit.search,MouseHandler,0,1,0,2,1,44,10,0,0,0,3
.,org.gjt.sp.jedit.search,RemoveTreeNodeAction,-1,0,0,2,1,8,2,0,0,0,1
.,org.gjt.sp.jedit.search,RemoveAllTreeNodesAction,-1,0,0,2,1,8,2,0,0,0,1
.,org.gjt.sp.jedit.search,NewSearchAction,-1,0,0,2,1,15,3,0,0,0,5
.,org.gjt.sp.jedit.search,ExpandChildTreeNodesAction,-1,0,0,2,1,10,2,0,0,0,1
.,org.gjt.sp.jedit.search,CopyToClipboardAction,-1,0,0,2,1,14,2,0,0,0,3
.,org.gjt.sp.jedit.search,ToStringNodes,0,1,0,1,1,14,3,0,1,3,1
.,org.gjt.sp.jedit.search,CollapseChildTreeNodesAction,-1,0,0,2,1,14,3,0,0,0,1
.,org.gjt.sp.jedit.search,RedoSearchAction,0,1,0,2,1,16,2,0,0,0,3
.,org.gjt.sp.jedit.search,TreeDisplayAction,-1,0,0,1,1,30,4,0,0,0,1
.,org.gjt.sp.jedit.search,GoToNodeAction,0,1,0,2,1,10,2,0,0,0,1
.,org.gjt.sp.jedit.search,ResultCellRenderer,0.5,4,0,4,1,45,9,0,1,0,4
.,org.gjt.sp.jedit.search,CountNodes,0,2,0,1,1,12,2,0,1,2,0
.,org.gjt.sp.jedit.search,ResultTreeTransferHandler,-1,0,0,1,1,13,2,0,0,0,1
.,org.gjt.sp.jedit.search,ResultVisitor,-1,0,0,1,0,3,1,2,0,1,2
.,org.gjt.sp.jedit.search,BufferLoadedVisitor,-1,0,0,1,1,5,1,0,1,0,2
.,org.gjt.sp.jedit.search,BufferClosedVisitor,-1,0,0,1,1,5,1,0,1,0,2
.,org.gjt.sp.jedit.search,TreeNodeCallbackAdapter,-1,0,0,1,1,5,1,0,1,0,0
.,org.gjt.sp.jedit.search,BoyerMooreSearchMatcher,0,7,0,8,5,150,31,0,1,1,3
.,org.gjt.sp.jedit.search,HyperSearchFileNode,0.285714286,4,2,7,7,51,10,0,1,5,6
.,org.gjt.sp.jedit.search,PatternSearchMatcher,0,3,0,7,6,170,36,0,1,2,3
.,org.gjt.sp.jedit.search,SearchFileSet,-1,0,0,7,0,43,7,2,0,6,1
.,org.gjt.sp.jedit.search,HyperSearchRequest,0,7,0,8,4,172,27,0,2,0,16
.,org.gjt.sp.jedit.search,SearchBar,0.125,16,0,16,12,262,51,0,0,1,12
.,org.gjt.sp.jedit.search,ActionHandler,-1,0,0,1,1,23,7,0,0,0,2
.,org.gjt.sp.jedit.search,DocumentHandler,-1,0,0,3,3,32,9,0,0,0,2
.,org.gjt.sp.jedit.search,KeyHandler,-1,0,0,1,1,19,5,0,0,0,0
.,org.gjt.sp.jedit.search,FocusHandler,-1,0,0,1,1,5,1,0,0,0,0
.,org.gjt.sp.jedit.search,HyperSearchFolderNode,0,3,0,3,3,24,4,0,0,3,0
.,org.gjt.sp.jedit.search,DirectoryListSet,0,3,0,9,8,68,9,0,2,2,4
.,org.gjt.sp.jedit.search,CurrentBufferSet,-1,0,0,7,7,30,9,0,1,0,1
.,org.gjt.sp.jedit.search,HyperSearchResult,0,13,11,17,7,139,31,0,1,7,12
.,org.gjt.sp.jedit.search,Occur,0,5,5,3,0,19,4,0,0,2,1
.,org.gjt.sp.jedit.search,GotoDelayed,0,2,0,4,2,41,10,0,0,0,4
.,org.gjt.sp.jedit.search,HyperSearchNode,-1,0,0,2,0,8,2,2,0,1,2
.,org.gjt.sp.jedit.search,HyperSearchOperationNode,0.3,5,0,10,10,128,30,0,0,5,4
.,org.gjt.sp.jedit.search,SearchDialog,0.060606061,36,3,33,20,721,94,0,1,6,17
.,org.gjt.sp.jedit.search,ReplaceActionHandler,-1,0,0,1,1,6,1,0,0,0,1
.,org.gjt.sp.jedit.search,SettingsActionHandler,-1,0,0,1,1,9,3,0,0,0,0
.,org.gjt.sp.jedit.search,MultiFileActionHandler,-1,0,0,2,1,24,7,0,0,0,4
.,org.gjt.sp.jedit.search,ButtonActionHandler,-1,0,0,1,1,39,12,0,0,0,2
.,org.gjt.sp.jedit.search,FocusOrder,0,1,0,7,7,46,11,0,0,0,0
.,org.gjt.sp.jedit.search,BufferListSet,0.2,1,0,10,8,85,30,2,1,0,4
.,org.gjt.sp.jedit.search,HyperSearchTreeNodeCallback,-1,0,0,1,1,6,1,3,0,1,0
.,org.gjt.sp.jedit.search,AllBufferSet,0,2,0,5,4,55,7,0,2,0,3
.,org.gjt.sp.jedit.browser,BrowserCommandsMenu,0,4,0,8,3,181,38,0,0,1,8
.,org.gjt.sp.jedit.browser,ActionHandler,-1,0,0,1,1,16,5,0,0,0,2
.,org.gjt.sp.jedit.browser,DeleteBrowserTask,-1,0,0,3,2,43,4,0,3,0,4
.,org.gjt.sp.jedit.browser,VFSFileNameField,0,1,0,5,3,151,36,0,1,1,7
.,org.gjt.sp.jedit.browser,ListDirectoryBrowserTask,0.666666667,1,0,3,2,51,3,0,3,0,4
.,org.gjt.sp.jedit.browser,BrowserView,0.09375,9,0,32,28,419,108,0,0,1,20
.,org.gjt.sp.jedit.browser,ParentDirectoryRenderer,0,2,0,2,1,26,6,0,0,0,3
.,org.gjt.sp.jedit.browser,ParentMouseHandler,-1,0,0,2,2,35,11,0,0,0,3
.,org.gjt.sp.jedit.browser,TableKeyListener,-1,0,0,1,1,20,5,0,0,0,0
.,org.gjt.sp.jedit.browser,TableMouseHandler,-1,0,0,3,3,60,20,0,0,0,6
.,org.gjt.sp.jedit.browser,LoadingPlaceholder,-1,0,0,0,0,2,0,0,0,0,0
.,org.gjt.sp.jedit.browser,ParentDirectoryList,-1,0,0,2,1,88,28,0,0,0,4
.,org.gjt.sp.jedit.browser,RenameBrowserTask,0,1,0,3,2,58,7,0,3,0,6
.,org.gjt.sp.jedit.browser,VFSDirectoryEntryTableModel,0.08,15,0,25,18,228,60,0,0,7,9
.,org.gjt.sp.jedit.browser,Entry,0,5,0,2,0,16,2,0,0,9,3
.,org.gjt.sp.jedit.browser,ExtendedAttribute,0,2,0,1,0,8,1,0,0,1,0
.,org.gjt.sp.jedit.browser,EntryCompare,0,4,0,2,1,35,10,0,0,0,5
.,org.gjt.sp.jedit.browser,VFSBrowser,0.2,42,11,100,74,1269,264,0,1,44,45
.,org.gjt.sp.jedit.browser,ActionHandler,0,1,0,4,3,45,12,0,0,0,0
.,org.gjt.sp.jedit.browser,MenuButton,0.571428571,1,0,7,5,39,10,3,1,0,3
.,org.gjt.sp.jedit.browser,MouseHandler,-1,0,0,1,1,10,2,0,0,0,0
.,org.gjt.sp.jedit.browser,Action,-1,0,0,1,1,5,1,0,0,0,0
.,org.gjt.sp.jedit.browser,CommandsMenuButton,-1,0,0,2,0,12,2,0,2,0,2
.,org.gjt.sp.jedit.browser,PluginsMenuButton,-1,0,0,4,0,21,6,0,2,0,2
.,org.gjt.sp.jedit.browser,FavoritesMenuButton,-1,0,0,4,1,77,14,0,2,0,8
.,org.gjt.sp.jedit.browser,ActionHandler,-1,0,0,1,1,34,8,0,0,0,4
.,org.gjt.sp.jedit.browser,BrowserActionContext,-1,0,0,1,1,27,2,0,2,0,8
.,org.gjt.sp.jedit.browser,HistoryComboBoxEditor,0.8,1,0,5,3,47,12,0,1,1,1
.,org.gjt.sp.jedit.browser,VFSFileFilterRenderer,-1,0,0,1,1,8,1,0,0,0,0
.,org.gjt.sp.jedit.browser,DirectoriesOnlyFilter,-1,0,0,3,3,11,3,0,1,0,2
.,org.gjt.sp.jedit.browser,DelayedEndRequest,-1,0,0,1,1,5,1,0,0,0,0
.,org.gjt.sp.jedit.browser,FileCellRenderer,0.166666667,22,6,12,9,149,26,0,0,14,8
.,org.gjt.sp.jedit.browser,ExpansionToggleBorder,0.4,9,0,5,4,39,7,0,0,3,0
.,org.gjt.sp.jedit.browser,BrowserListener,-1,0,0,2,0,21,2,1,0,1,1
.,org.gjt.sp.jedit.browser,MkDirBrowserTask,-1,0,0,3,2,43,4,0,3,0,4
.,org.gjt.sp.jedit.browser,VFSDirectoryEntryTable,0.261904762,14,0,42,31,518,127,0,0,2,15
.,org.gjt.sp.jedit.browser,ClearTypeSelect,-1,0,0,1,1,5,1,0,0,0,0
.,org.gjt.sp.jedit.browser,ColumnHandler,-1,0,0,5,5,14,5,0,0,0,0
.,org.gjt.sp.jedit.browser,MainMouseHandler,-1,0,0,1,1,11,3,0,0,0,4
.,org.gjt.sp.jedit.browser,MouseHandler,-1,0,0,1,1,15,3,0,0,0,2
.,org.gjt.sp.jedit.browser,HeaderRenderer,0,1,0,2,1,13,2,0,0,0,1
.,org.gjt.sp.jedit.browser,ColumnDragHook,0,4,0,14,9,122,32,0,0,1,0
.,org.gjt.sp.jedit.browser,AbstractBrowserTask,0.875,5,0,8,6,47,10,4,2,0,6
.,org.gjt.sp.jedit.browser,MyTaskListener,0.857142857,1,0,7,6,22,8,0,1,1,3
.,org.gjt.sp.jedit.browser,VFSFileChooserDialog,0.222222222,12,0,27,21,362,89,0,1,4,15
.,org.gjt.sp.jedit.browser,ActionHandler,-1,0,0,1,1,6,3,0,0,0,0
.,org.gjt.sp.jedit.browser,BrowserHandler,-1,0,0,2,2,53,15,0,1,0,6
.,org.gjt.sp.jedit.browser,IoTaskHandler,0.571428571,1,0,7,7,30,9,0,1,0,2
.,org.gjt.sp.jedit.browser,GetFileTypeRequest,0,4,0,2,1,33,3,0,3,0,3
.,org.gjt.sp.jedit.textarea,TextAreaPainter,0.025316456,44,13,79,71,917,144,0,0,7,16
.,org.gjt.sp.jedit.textarea,PaintLineBackground,-1,0,0,2,1,43,12,0,1,0,7
.,org.gjt.sp.jedit.textarea,PaintSelection,-1,0,0,2,1,18,5,0,1,0,1
.,org.gjt.sp.jedit.textarea,PaintSelectionText,0,2,0,3,1,80,20,0,1,0,5
.,org.gjt.sp.jedit.textarea,PaintWrapGuide,-1,0,0,2,2,18,5,0,1,0,0
.,org.gjt.sp.jedit.textarea,PaintText,-1,0,0,1,1,52,9,0,1,0,6
.,org.gjt.sp.jedit.textarea,PaintCaret,-1,0,0,1,1,23,7,0,1,1,0
.,org.gjt.sp.jedit.textarea,MouseHandler,0,1,0,3,3,90,19,0,1,0,6
.,org.gjt.sp.jedit.textarea,TextAreaException,-1,0,0,1,1,10,1,0,0,0,0
.,org.gjt.sp.jedit.textarea,DisplayManager,0.078947368,12,0,38,19,577,127,0,0,7,7
.,org.gjt.sp.jedit.textarea,MutableInteger,0,1,0,3,2,12,3,0,0,1,0
.,org.gjt.sp.jedit.textarea,Node,-1,0,0,3,0,5,3,1,0,3,1
.,org.gjt.sp.jedit.textarea,MouseActions,0,2,0,2,1,17,3,0,1,0,2
.,org.gjt.sp.jedit.textarea,TextAreaExtension,-1,0,0,4,4,64,6,10,0,4,0
.,org.gjt.sp.jedit.textarea,ColumnBlockLine,0,4,0,8,8,32,8,0,0,3,0
.,org.gjt.sp.jedit.textarea,SquareFoldPainter,-1,0,0,1,0,5,1,0,2,0,0
.,org.gjt.sp.jedit.textarea,StandaloneTextArea,0.260869565,3,0,23,8,339,42,0,1,3,17
.,org.gjt.sp.jedit.textarea,StandaloneActionSet,0.6,2,0,5,2,25,5,0,2,0,2
.,org.gjt.sp.jedit.textarea,ScrollLayout,0,18,9,12,5,212,44,0,0,1,0
.,org.gjt.sp.jedit.textarea,JEditTextArea,0.391304348,4,3,23,22,275,56,0,1,36,12
.,org.gjt.sp.jedit.textarea,InputMethodSupport,0,5,0,12,11,156,29,0,1,0,3
.,org.gjt.sp.jedit.textarea,TriangleFoldPainter,-1,0,0,3,3,28,4,0,1,0,2
.,org.gjt.sp.jedit.textarea,ScrollListener,-1,0,0,2,0,10,2,1,0,1,1
.,org.gjt.sp.jedit.textarea,ExtensionManager,0,3,0,7,0,96,17,0,0,0,6
.,org.gjt.sp.jedit.textarea,Entry,0,2,0,1,0,11,1,0,0,1,1
.,org.gjt.sp.jedit.textarea,TextAreaMouseHandler,0,10,0,17,7,328,79,1,0,5,9
.,org.gjt.sp.jedit.textarea,ColumnBlock,0.2,7,0,25,23,212,60,0,2,4,4
.,org.gjt.sp.jedit.textarea,StructureMatcher,-1,6,5,11,6,118,21,1,0,6,4
.,org.gjt.sp.jedit.textarea,BracketMatcher,-1,0,0,2,2,16,4,0,1,0,2
.,org.gjt.sp.jedit.textarea,Match,0.666666667,5,5,3,3,23,3,0,0,5,1
.,org.gjt.sp.jedit.textarea,Highlight,0,1,0,4,1,61,12,0,1,0,2
